22.2614,5.57328,22.3432,24.1117,22.9251,22.7658,23.4253,23.6873,
21.5204,6.2448,21.6696,23.3726,22.0656,22.2546,23.3575,22.6896,
20.5216,6.19568,21.7159,22.3737,21.8194,21.2854,22.6041,22.032,
19.8422,5.46192,21.0423,21.6346,20.96,20.7742,22.5362,21.0343,
18.843,5.42349,20.0434,21.5882,20.7137,19.805,21.7828,20.3768,
18.1092,6.1029,19.3572,20.8608,19.8543,19.2937,21.715,19.3791,
17.11,6.06446,19.3863,19.8613,19.608,18.3245,20.9616,18.7216,
16.4206,5.34002,18.7001,19.1339,18.7486,17.8133,19.9639,18.7894,
15.4209,5.31519,17.7005,19.1048,18.5023,16.8441,19.2017,18.142,
14.7205,4.60143,17.0014,18.3898,17.6429,16.3329,19.1205,17.1453,
13.7206,4.59198,17.0126,17.3898,17.3966,15.3637,18.3583,16.498,
13.0068,5.29237,16.3135,16.6748,16.5372,14.8525,18.2771,15.5013,
12.0069,5.28292,16.3247,15.6749,16.291,13.8833,17.5149,14.8539,
11.2943,4.58131,15.6256,14.9599,15.4315,13.372,16.5183,14.9351,
10.2943,4.58907,14.6256,14.9487,15.1853,12.4028,15.7467,14.299,
9.59273,5.30164,13.9139,14.2463,14.3258,11.8916,15.6509,13.3036,
8.59276,5.30939,13.9072,13.2463,14.0796,10.9224,14.8793,12.6674,
7.86766,4.62075,13.1955,12.5439,13.2201,10.4112,13.8839,12.7632,
6.86799,4.64652,12.1955,12.5505,12.9739,9.44198,13.1031,12.1385,
6.17935,5.37162,11.4714,11.8608,12.1144,8.93076,12.9928,11.1446,
5.17968,5.39743,11.447,10.8611,11.1452,9.177,12.2119,10.5198,
4.44251,4.72173,10.7229,10.1714,10.2822,8.67184,11.2181,10.6301,
5.44156,4.67826,9.7232,10.1958,10.0292,7.70438,10.428,10.0171,
4.76586,5.41544,8.98714,9.51888,9.16613,7.19922,10.3029,9.02491,
3.76681,5.45891,8.94531,8.51976,8.19867,7.45227,9.51286,8.41184,
4.44251,4.72173,8.20924,7.84285,7.32993,6.95701,8.52072,8.53697,
5.44156,4.67826,7.21011,7.88468,7.06582,5.99252,7.72144,7.93602,
4.76586,5.41544,6.46249,7.22056,6.19708,5.49726,7.5812,6.9459,
3.76681,5.45891,6.40343,6.22231,5.23258,5.76136,6.78192,6.34495,
4.44251,4.72173,5.6558,5.55819,4.35756,5.27727,6.64168,5.35483,
5.44156,4.67826,4.65755,5.61724,5.3186,5.00085,5.8424,4.75387,
4.76586,5.41544,3.90992,4.95313,4.83451,5.87586,4.85228,4.89411,
3.76681,5.45891,4.90817,4.89408,3.87347,6.15229,4.25135,5.69341,
4.44251,4.72173,5.6558,5.55819,2.99845,5.6682,4.39162,6.68353,
5.44156,4.67826,5.71486,6.55645,3.95949,5.39178,3.79079,7.4829,
4.76586,5.41544,5.05074,7.30408,4.84405,5.85821,2.80069,7.62328,
3.76681,5.45891,4.05248,7.36313,5.13981,6.81347,2.19985,8.42265,
4.44251,4.72173,3.30486,6.69901,4.67349,7.69809,1.20978,8.56318,
25,5,25,25,25,24,25,26,
24.9509,5.99879,24.0029,24.9238,24.0308,24.2462,24.2466,25.3425,
24.2099,6.67031,23.3412,24.174,23.1713,23.735,24.1787,24.3448,
24.1608,7.66911,22.3432,24.1117,22.9251,22.7658,23.4253,23.6873,
23.4198,8.34063,21.6696,23.3726,22.0656,22.2546,23.3575,22.6896,
22.421,8.2915,21.7159,22.3737,21.8194,21.2854,22.6041,22.032,
21.7416,7.55774,21.0423,21.6346,20.96,20.7742,22.5362,21.0343,
20.7423,7.5193,20.0434,21.5882,20.7137,19.805,21.7828,20.3768,
20.0537,6.79422,19.3572,20.8608,19.8543,19.2937,21.715,19.3791,
19.054,6.76847,19.3863,19.8613,19.608,18.3245,20.9616,18.7216,
18.3547,6.05359,18.7001,19.1339,18.7486,17.8133,19.9639,18.7894,
17.3548,6.04254,17.7005,19.1048,18.5023,16.8441,19.2017,18.142,
16.6438,5.33938,17.0014,18.3898,17.6429,16.3329,19.1205,17.1453,
15.6438,5.34494,17.0126,17.3898,17.3966,15.3637,18.3583,16.498,
14.92,4.65493,16.3135,16.6748,16.5372,14.8525,18.2771,15.5013,
13.9203,4.67882,16.3247,15.6749,16.291,13.8833,17.5149,14.8539,
14.6103,3.95499,15.6256,14.9599,15.4315,13.372,16.5183,14.9351,
14.6342,4.9547,14.6256,14.9487,15.1853,12.4028,15.7467,14.299,
13.9442,5.67854,13.9139,14.2463,14.3258,11.8916,15.6509,13.3036,
12.9445,5.70248,13.9072,13.2463,14.0796,10.9224,14.8793,12.6674,
12.2075,5.02665,13.1955,12.5439,13.2201,10.4112,13.8839,12.7632,
11.2084,5.06994,12.1955,12.5505,12.9739,9.44198,13.1031,12.1385,
10.4579,4.4091,11.4714,11.8608,12.1144,8.93076,12.9928,11.1446,
11.4558,4.34566,11.447,10.8611,11.1452,9.177,12.2119,10.5198,
10.795,5.0962,10.7229,10.1714,10.2822,8.67184,11.2181,10.6301,
9.79704,5.15964,9.7232,10.1958,10.0292,7.70438,10.428,10.0171,
9.0332,4.51423,8.98714,9.51888,9.16613,7.19922,10.3029,9.02491,
10.0297,4.43047,8.94531,8.51976,8.19867,7.45227,9.51286,8.41184,
9.38429,5.19432,8.20924,7.84285,7.32993,6.95701,8.52072,8.53697,
8.3878,5.27807,7.21011,7.88468,7.06582,5.99252,7.72144,7.93602,
7.61123,4.64805,6.46249,7.22056,6.19708,5.49726,7.5812,6.9459,
6.61661,4.75168,6.40343,6.22231,5.23258,5.76136,6.78192,6.34495,
5.98659,5.52826,5.6558,5.55819,4.35756,5.27727,6.64168,5.35483,
4.99197,5.63189,4.65755,5.61724,5.3186,5.00085,5.8424,4.75387,
4.2154,5.00186,3.90992,4.95313,4.83451,5.87586,4.85228,4.89411,
5.21001,4.89823,4.90817,4.89408,3.87347,6.15229,4.25135,5.69341,
4.57999,5.67481,5.6558,5.55819,2.99845,5.6682,4.39162,6.68353,
3.58537,5.77844,5.71486,6.55645,3.95949,5.39178,3.79079,7.4829,
2.8088,5.14841,5.05074,7.30408,4.84405,5.85821,3.93117,8.473,
3.80341,5.04479,4.05248,7.36313,5.13981,6.81347,3.33033,9.27236,
4.57999,5.67481,3.30486,6.69901,4.67349,7.69809,2.34023,9.41274,
25,5,25,25,25,24,25,26,
24.9509,5.99879,24.0029,24.9238,24.0308,24.2462,24.2466,25.3425,
24.2099,6.67031,23.3412,24.174,23.1713,23.735,24.1787,24.3448,
24.1608,7.66911,22.3432,24.1117,22.9251,22.7658,23.4253,23.6873,
23.4198,8.34063,21.6696,23.3726,22.0656,22.2546,23.3575,22.6896,
22.421,8.2915,21.7159,22.3737,21.8194,21.2854,22.6041,22.032,
21.7416,7.55774,21.0423,21.6346,20.96,20.7742,22.5362,21.0343,
20.7423,7.5193,20.0434,21.5882,20.7137,19.805,21.7828,20.3768,
20.0537,6.79422,19.3572,20.8608,19.8543,19.2937,21.715,19.3791,
19.054,6.76847,19.3863,19.8613,19.608,18.3245,20.9616,18.7216,
18.3547,6.05359,18.7001,19.1339,18.7486,17.8133,19.9639,18.7894,
17.3548,6.04254,17.7005,19.1048,18.5023,16.8441,19.2017,18.142,
16.6438,5.33938,17.0014,18.3898,17.6429,16.3329,19.1205,17.1453,
17.6438,5.3331,17.0126,17.3898,17.3966,15.3637,18.3583,16.498,
16.9411,6.04464,16.3135,16.6748,16.5372,14.8525,18.2771,15.5013,
15.9411,6.05092,16.3247,15.6749,16.291,13.8833,17.5149,14.8539,
15.2168,5.36145,15.6256,14.9599,15.4315,13.372,16.5183,14.9351,
16.2165,5.33665,14.6256,14.9487,15.1853,12.4028,15.7467,14.299,
15.5271,6.06108,13.9139,14.2463,14.3258,11.8916,15.6509,13.3036,
14.5274,6.08588,13.9072,13.2463,14.0796,10.9224,14.8793,12.6674,
13.7896,5.41091,13.1955,12.5439,13.2201,10.4112,13.8839,12.7632,
14.7886,5.36642,12.1955,12.5505,12.9739,9.44198,13.1031,12.1385,
14.1137,6.10429,11.4714,11.8608,12.1144,8.93076,12.9928,11.1446,
13.1147,6.14878,11.447,10.8611,11.1452,9.177,12.2119,10.5198,
12.3631,5.48909,10.7229,10.1714,10.2822,8.67184,11.2181,10.6301,
13.361,5.42412,9.7232,10.1958,10.0292,7.70438,10.428,10.0171,
12.7013,6.17567,8.98714,9.51888,9.16613,7.19922,10.3029,9.02491,
11.7034,6.24063,8.94531,8.51976,8.19867,7.45227,9.51286,8.41184,
10.9384,5.5967,8.20924,7.84285,7.32993,6.95701,8.52072,8.53697,
9.94203,5.68236,7.21011,7.88468,7.06582,5.99252,7.72144,7.93602,
9.16372,5.05449,6.46249,7.22056,6.19708,5.49726,7.5812,6.9459,
8.16939,5.16087,6.40343,6.22231,5.23258,5.76136,6.78192,6.34495,
7.37842,4.54901,5.6558,5.55819,4.35756,5.27727,6.64168,5.35483,
6.38648,4.67567,4.65755,5.61724,5.3186,5.00085,5.8424,4.75387,
5.77462,5.46664,3.90992,4.95313,4.83451,5.87586,4.85228,4.89411,
4.78267,5.5933,4.90817,4.89408,3.87347,6.15229,4.25135,5.69341,
3.9917,4.98144,5.6558,5.55819,2.99845,5.6682,4.39162,6.68353,
4.98365,4.85479,5.71486,6.55645,3.95949,5.39178,3.79079,7.4829,
4.3718,5.64576,5.05074,7.30408,4.84405,5.85821,2.80069,7.62328,
4.49846,6.6377,4.05248,7.36313,5.13981,6.81347,2.19985,8.42265,
3.88671,7.42875,3.30486,6.69901,4.67349,7.69809,1.20978,8.56318,
25,5,25,25,25,24,25,26,
24.0012,4.95088,24.0029,24.9238,24.0308,24.2462,24.2466,25.3425,
23.2602,5.6224,23.3412,24.174,23.1713,23.735,24.1787,24.3448,
22.2614,5.57328,22.3432,24.1117,22.9251,22.7658,23.4253,23.6873,
21.5204,6.2448,21.6696,23.3726,22.0656,22.2546,23.3575,22.6896,
20.5216,6.19568,21.7159,22.3737,21.8194,21.2854,22.6041,22.032,
19.8422,5.46192,21.0423,21.6346,20.96,20.7742,22.5362,21.0343,
18.843,5.42349,20.0434,21.5882,20.7137,19.805,21.7828,20.3768,
18.1092,6.1029,19.3572,20.8608,19.8543,19.2937,21.715,19.3791,
17.11,6.06446,19.3863,19.8613,19.608,18.3245,20.9616,18.7216,
16.4206,5.34002,18.7001,19.1339,18.7486,17.8133,19.9639,18.7894,
15.4209,5.31519,17.7005,19.1048,18.5023,16.8441,19.2017,18.142,
14.7205,4.60143,17.0014,18.3898,17.6429,16.3329,19.1205,17.1453,
13.7206,4.59198,17.0126,17.3898,17.3966,15.3637,18.3583,16.498,
13.0068,5.29237,16.3135,16.6748,16.5372,14.8525,18.2771,15.5013,
12.0069,5.28292,16.3247,15.6749,16.291,13.8833,17.5149,14.8539,
11.2943,4.58131,15.6256,14.9599,15.4315,13.372,16.5183,14.9351,
10.2943,4.58907,14.6256,14.9487,15.1853,12.4028,15.7467,14.299,
9.59273,5.30164,13.9139,14.2463,14.3258,11.8916,15.6509,13.3036,
8.59276,5.30939,13.9072,13.2463,14.0796,10.9224,14.8793,12.6674,
7.86766,4.62075,13.1955,12.5439,13.2201,10.4112,13.8839,12.7632,
6.86799,4.64652,12.1955,12.5505,12.9739,9.44198,13.1031,12.1385,
6.17935,5.37162,11.4714,11.8608,12.1144,8.93076,12.9928,11.1446,
5.17968,5.39743,11.447,10.8611,11.1452,9.177,12.2119,10.5198,
4.44251,4.72173,10.7229,10.1714,10.2822,8.67184,11.2181,10.6301,
5.44156,4.67826,9.7232,10.1958,10.0292,7.70438,10.428,10.0171,
4.76586,5.41544,8.98714,9.51888,9.16613,7.19922,10.3029,9.02491,
3.76681,5.45891,8.94531,8.51976,8.19867,7.45227,9.51286,8.41184,
4.44251,4.72173,8.20924,7.84285,7.32993,6.95701,8.52072,8.53697,
5.44156,4.67826,7.21011,7.88468,7.06582,5.99252,7.72144,7.93602,
4.76586,5.41544,6.46249,7.22056,6.19708,5.49726,7.5812,6.9459,
3.76681,5.45891,6.40343,6.22231,5.23258,5.76136,6.78192,6.34495,
4.44251,4.72173,5.6558,5.55819,4.35756,5.27727,6.64168,5.35483,
5.44156,4.67826,4.65755,5.61724,5.3186,5.00085,5.8424,4.75387,
4.76586,5.41544,3.90992,4.95313,4.83451,5.87586,4.85228,4.89411,
3.76681,5.45891,4.90817,4.89408,3.87347,6.15229,4.25135,5.69341,
4.44251,4.72173,5.6558,5.55819,2.99845,5.6682,4.39162,6.68353,
5.44156,4.67826,5.71486,6.55645,3.95949,5.39178,3.79079,7.4829,
4.76586,5.41544,5.05074,7.30408,4.84405,5.85821,2.80069,7.62328,
3.76681,5.45891,4.05248,7.36313,5.13981,6.81347,2.19985,8.42265,
4.44251,4.72173,3.30486,6.69901,4.67349,7.69809,1.20978,8.56318,
25,5,25,25,25,24,25,26,
24.0012,4.95088,24.0029,24.9238,24.0308,24.2462,24.2466,25.3425,
24.7383,4.27509,23.3412,24.174,23.1713,23.735,24.1787,24.3448,
24.695,5.27415,22.3432,24.1117,22.9251,22.7658,23.4253,23.6873,
23.9579,5.94994,21.6696,23.3726,22.0656,22.2546,23.3575,22.6896,
22.9588,5.90659,21.7159,22.3737,21.8194,21.2854,22.6041,22.032,
22.2754,5.17652,21.0423,21.6346,20.96,20.7742,22.5362,21.0343,
21.276,5.1435,20.0434,21.5882,20.7137,19.805,21.7828,20.3768,
20.5459,5.82687,19.3572,20.8608,19.8543,19.2937,21.715,19.3791,
19.5464,5.79385,19.3863,19.8613,19.608,18.3245,20.9616,18.7216,
18.8534,5.07293,18.7001,19.1339,18.7486,17.8133,19.9639,18.7894,
17.8536,5.0532,17.7005,19.1048,18.5023,16.8441,19.2017,18.142,
18.5744,4.36001,17.0014,18.3898,17.6429,16.3329,19.1205,17.1453,
18.5549,5.35982,17.0126,17.3898,17.3966,15.3637,18.3583,16.498,
17.8341,6.05301,16.3135,16.6748,16.5372,14.8525,18.2771,15.5013,
16.8343,6.03353,16.3247,15.6749,16.291,13.8833,17.5149,14.8539,
16.1299,5.3238,15.6256,14.9599,15.4315,13.372,16.5183,14.9351,
17.1298,5.32732,14.6256,14.9487,15.1853,12.4028,15.7467,14.299,
16.4203,6.03194,13.9139,14.2463,14.3258,11.8916,15.6509,13.3036,
15.4203,6.02842,13.9072,13.2463,14.0796,10.9224,14.8793,12.6674,
14.7033,5.33126,13.1955,12.5439,13.2201,10.4112,13.8839,12.7632,
15.7032,5.31725,12.1955,12.5505,12.9739,9.44198,13.1031,12.1385,
15.0061,6.03419,11.4714,11.8608,12.1144,8.93076,12.9928,11.1446,
14.0062,6.0482,11.447,10.8611,11.1452,9.177,12.2119,10.5198,
13.2763,5.36467,10.7229,10.1714,10.2822,8.67184,11.2181,10.6301,
14.2757,5.33185,9.7232,10.1958,10.0292,7.70438,10.428,10.0171,
13.5922,6.06178,8.98714,9.51888,9.16613,7.19922,10.3029,9.02491,
12.5928,6.09461,8.94531,8.51976,8.19867,7.45227,9.51286,8.41184,
11.8495,5.4256,8.20924,7.84285,7.32993,6.95701,8.52072,8.53697,
10.8509,5.47809,7.21011,7.88468,7.06582,5.99252,7.72144,7.93602,
10.0943,4.82426,6.46249,7.22056,6.19708,5.49726,7.5812,6.9459,
9.0969,4.89697,6.40343,6.22231,5.23258,5.76136,6.78192,6.34495,
8.32704,4.25876,5.6558,5.55819,4.35756,5.27727,6.64168,5.35483,
7.33138,4.35185,4.65755,5.61724,5.3186,5.00085,5.8424,4.75387,
6.69317,5.12172,3.90992,4.95313,4.83451,5.87586,4.85228,4.89411,
5.69751,5.21482,4.90817,4.89408,3.87347,6.15229,4.25135,5.69341,
4.91636,4.59048,5.6558,5.55819,2.99845,5.6682,4.39162,6.68353,
3.92253,4.7014,5.71486,6.55645,3.95949,5.39178,3.79079,7.4829,
3.29824,5.48259,5.05074,7.30408,4.84405,5.85821,3.93117,8.473,
3.4092,6.47642,4.05248,7.36313,5.13981,6.81347,3.33032,9.27236,
2.78492,7.25762,3.30486,6.69901,4.67349,7.69809,2.34022,9.41274,
25,5,25,25,25,24,25,26,
24.0012,4.95088,24.0029,24.9238,24.0308,24.2462,24.2466,25.3425,
23.2602,5.6224,23.3412,24.174,23.1713,23.735,24.1787,24.3448,
22.2614,5.57328,22.3432,24.1117,22.9251,22.7658,23.4253,23.6873,
21.5204,6.2448,21.6696,23.3726,22.0656,22.2546,23.3575,22.6896,
20.5216,6.19568,21.7159,22.3737,21.8194,21.2854,22.6041,22.032,
19.8422,5.46192,21.0423,21.6346,20.96,20.7742,22.5362,21.0343,
18.843,5.42349,20.0434,21.5882,20.7137,19.805,21.7828,20.3768,
18.1092,6.1029,19.3572,20.8608,19.8543,19.2937,21.715,19.3791,
17.11,6.06446,19.3863,19.8613,19.608,18.3245,20.9616,18.7216,
16.4206,5.34002,18.7001,19.1339,18.7486,17.8133,19.9639,18.7894,
15.4209,5.31519,17.7005,19.1048,18.5023,16.8441,19.2017,18.142,
14.7205,4.60143,17.0014,18.3898,17.6429,16.3329,19.1205,17.1453,
13.7206,4.59198,17.0126,17.3898,17.3966,15.3637,18.3583,16.498,
13.0068,5.29237,16.3135,16.6748,16.5372,14.8525,18.2771,15.5013,
12.0069,5.28292,16.3247,15.6749,16.291,13.8833,17.5149,14.8539,
11.2943,4.58131,15.6256,14.9599,15.4315,13.372,16.5183,14.9351,
10.2943,4.58907,14.6256,14.9487,15.1853,12.4028,15.7467,14.299,
9.59273,5.30164,13.9139,14.2463,14.3258,11.8916,15.6509,13.3036,
8.59276,5.30939,13.9072,13.2463,14.0796,10.9224,14.8793,12.6674,
7.86766,4.62075,13.1955,12.5439,13.2201,10.4112,13.8839,12.7632,
6.86799,4.64652,12.1955,12.5505,12.9739,9.44198,13.1031,12.1385,
6.17935,5.37162,11.4714,11.8608,12.1144,8.93076,12.9928,11.1446,
5.17968,5.39743,11.447,10.8611,11.1452,9.177,12.2119,10.5198,
4.44251,4.72173,10.7229,10.1714,10.2822,8.67184,11.2181,10.6301,
5.44156,4.67826,9.7232,10.1958,10.0292,7.70438,10.428,10.0171,
4.76586,5.41544,8.98714,9.51888,9.16613,7.19922,10.3029,9.02491,
3.76681,5.45891,8.94531,8.51976,8.19867,7.45227,9.51286,8.41184,
4.44251,4.72173,8.20924,7.84285,7.32993,6.95701,8.52072,8.53697,
5.44156,4.67826,7.21011,7.88468,7.06582,5.99252,7.72144,7.93602,
4.76586,5.41544,6.46249,7.22056,6.19708,5.49726,7.5812,6.9459,
3.76681,5.45891,6.40343,6.22231,5.23258,5.76136,6.78192,6.34495,
4.44251,4.72173,5.6558,5.55819,4.35756,5.27727,6.64168,5.35483,
5.44156,4.67826,4.65755,5.61724,5.3186,5.00085,5.8424,4.75387,
4.76586,5.41544,3.90992,4.95313,4.83451,5.87586,4.85228,4.89411,
3.76681,5.45891,4.90817,4.89408,3.87347,6.15229,4.25135,5.69341,
4.44251,4.72173,5.6558,5.55819,2.99845,5.6682,4.39162,6.68353,
5.44156,4.67826,5.71486,6.55645,3.95949,5.39178,3.79079,7.4829,
4.76586,5.41544,5.05074,7.30408,4.84405,5.85821,3.93115,8.473,
3.76681,5.45891,4.05248,7.36313,5.13981,6.81347,3.3303,9.27236,
4.44251,4.72173,3.30486,6.69901,4.67349,7.69809,3.47066,10.2625,
25,5,25,25,25,24,25,26,
24.0012,4.95088,24.0029,24.9238,24.0308,24.2462,24.2466,25.3425,
23.2602,5.6224,23.3412,24.174,23.1713,23.735,24.1787,24.3448,
22.2614,5.57328,22.3432,24.1117,22.9251,22.7658,23.4253,23.6873,
21.5204,6.2448,21.6696,23.3726,22.0656,22.2546,23.3575,22.6896,
20.5216,6.19568,21.7159,22.3737,21.8194,21.2854,22.6041,22.032,
19.8422,5.46192,21.0423,21.6346,20.96,20.7742,22.5362,21.0343,
18.843,5.42349,20.0434,21.5882,20.7137,19.805,21.7828,20.3768,
18.1092,6.1029,19.3572,20.8608,19.8543,19.2937,21.715,19.3791,
17.11,6.06446,19.3863,19.8613,19.608,18.3245,20.9616,18.7216,
16.4206,5.34002,18.7001,19.1339,18.7486,17.8133,19.9639,18.7894,
15.4209,5.31519,17.7005,19.1048,18.5023,16.8441,19.2017,18.142,
14.7205,4.60143,17.0014,18.3898,17.6429,16.3329,19.1205,17.1453,
13.7206,4.59198,17.0126,17.3898,17.3966,15.3637,18.3583,16.498,
13.0068,5.29237,16.3135,16.6748,16.5372,14.8525,18.2771,15.5013,
12.0069,5.28292,16.3247,15.6749,16.291,13.8833,17.5149,14.8539,
11.2943,4.58131,15.6256,14.9599,15.4315,13.372,16.5183,14.9351,
10.2943,4.58907,14.6256,14.9487,15.1853,12.4028,15.7467,14.299,
9.59273,5.30164,13.9139,14.2463,14.3258,11.8916,15.6509,13.3036,
8.59276,5.30939,13.9072,13.2463,14.0796,10.9224,14.8793,12.6674,
7.86766,4.62075,13.1955,12.5439,13.2201,10.4112,13.8839,12.7632,
6.86799,4.64652,12.1955,12.5505,12.9739,9.44198,13.1031,12.1385,
6.17935,5.37162,11.4714,11.8608,12.1144,8.93076,12.9928,11.1446,
5.17968,5.39743,11.447,10.8611,11.1452,9.177,12.2119,10.5198,
4.44251,4.72173,10.7229,10.1714,10.2822,8.67184,11.2181,10.6301,
5.44156,4.67826,9.7232,10.1958,10.0292,7.70438,10.428,10.0171,
4.76586,5.41544,8.98714,9.51888,9.16613,7.19922,10.3029,9.02491,
3.76681,5.45891,8.94531,8.51976,8.19867,7.45227,9.51286,8.41184,
4.44251,4.72173,8.20924,7.84285,7.32993,6.95701,8.52072,8.53697,
5.44156,4.67826,7.21011,7.88468,7.06582,5.99252,7.72144,7.93602,
4.76586,5.41544,6.46249,7.22056,6.19708,5.49726,7.5812,6.9459,
3.76681,5.45891,6.40343,6.22231,5.23258,5.76136,6.78192,6.34495,
4.44251,4.72173,5.6558,5.55819,4.35756,5.27727,6.64168,5.35483,
5.44156,4.67826,4.65755,5.61724,5.3186,5.00085,5.8424,4.75387,
4.76586,5.41544,3.90992,4.95313,4.83451,5.87586,4.85228,4.89411,
3.76681,5.45891,4.90817,4.89408,3.87347,6.15229,4.25135,5.69341,
4.44251,4.72173,5.6558,5.55819,2.99845,5.6682,4.39162,6.68353,
5.44156,4.67826,5.71486,6.55645,3.95949,5.39178,3.79079,7.4829,
4.76586,5.41544,5.05074,7.30408,4.84405,5.85821,3.93115,8.473,
3.76681,5.45891,4.05248,7.36313,5.13981,6.81347,3.3303,9.27236,
4.44251,4.72173,3.30486,6.69901,4.67349,7.69809,3.47066,10.2625,
25,5,25,25,25,24,25,26,
24.9509,5.99879,24.0029,24.9238,24.0308,24.2462,24.2466,25.3425,
24.2099,6.67031,23.3412,24.174,23.1713,23.735,24.1787,24.3448,
24.1608,7.66911,22.3432,24.1117,22.9251,22.7658,23.4253,23.6873,
23.4198,8.34063,21.6696,23.3726,22.0656,22.2546,23.3575,22.6896,
22.421,8.2915,21.7159,22.3737,21.8194,21.2854,22.6041,22.032,
21.7416,7.55774,21.0423,21.6346,20.96,20.7742,22.5362,21.0343,
20.7423,7.5193,20.0434,21.5882,20.7137,19.805,21.7828,20.3768,
20.0537,6.79422,19.3572,20.8608,19.8543,19.2937,21.715,19.3791,
19.054,6.76847,19.3863,19.8613,19.608,18.3245,20.9616,18.7216,
18.3547,6.05359,18.7001,19.1339,18.7486,17.8133,19.9639,18.7894,
17.3548,6.04254,17.7005,19.1048,18.5023,16.8441,19.2017,18.142,
16.6438,5.33938,17.0014,18.3898,17.6429,16.3329,19.1205,17.1453,
15.6438,5.34494,17.0126,17.3898,17.3966,15.3637,18.3583,16.498,
14.92,4.65493,16.3135,16.6748,16.5372,14.8525,18.2771,15.5013,
13.9203,4.67882,16.3247,15.6749,16.291,13.8833,17.5149,14.8539,
14.6103,3.95499,15.6256,14.9599,15.4315,13.372,16.5183,14.9351,
14.6342,4.9547,14.6256,14.9487,15.1853,12.4028,15.7467,14.299,
13.9442,5.67854,13.9139,14.2463,14.3258,11.8916,15.6509,13.3036,
12.9445,5.70248,13.9072,13.2463,14.0796,10.9224,14.8793,12.6674,
12.2075,5.02665,13.1955,12.5439,13.2201,10.4112,13.8839,12.7632,
11.2084,5.06994,12.1955,12.5505,12.9739,9.44198,13.1031,12.1385,
10.4579,4.4091,11.4714,11.8608,12.1144,8.93076,12.9928,11.1446,
9.45988,4.47252,11.447,10.8611,11.1452,9.177,12.2119,10.5198,
10.1207,3.72198,10.7229,10.1714,10.2822,8.67184,11.2181,10.6301,
10.1841,4.71997,9.7232,10.1958,10.0292,7.70438,10.428,10.0171,
9.52332,5.47051,8.98714,9.51888,9.16613,7.19922,10.3029,9.02491,
8.52533,5.53395,8.94531,8.51976,8.19867,7.45227,9.51286,8.41184,
7.76213,4.88779,8.20924,7.84285,7.32993,6.95701,8.52072,8.53697,
6.76556,4.97055,7.21011,7.88468,7.06582,5.99252,7.72144,7.93602,
5.99024,4.33898,6.46249,7.22056,6.19708,5.49726,7.5812,6.9459,
4.99542,4.44064,6.40343,6.22231,5.23258,5.76136,6.78192,6.34495,
5.62697,3.66531,5.6558,5.55819,4.35756,5.27727,6.64168,5.35483,
5.72863,4.66013,4.65755,5.61724,5.3186,5.00085,5.8424,4.75387,
5.09708,5.43545,3.90992,4.95313,4.83451,5.87586,4.85228,4.89411,
4.10226,5.53712,4.90817,4.89408,3.87347,6.15229,4.25135,5.69341,
3.32693,4.90556,5.6558,5.55819,2.99845,5.6682,4.39162,6.68353,
4.32175,4.8039,5.71486,6.55645,3.95949,5.39178,3.79079,7.4829,
5.09708,5.43545,5.05074,7.30408,4.84405,5.85821,2.80069,7.62328,
5.19885,6.43026,4.05248,7.36313,5.13981,6.81347,2.19985,8.42265,
4.56738,7.20566,3.30486,6.69901,4.67349,7.69809,1.20978,8.56318,
25,5,25,25,25,24,25,26,
24.0012,4.95088,24.0029,24.9238,24.0308,24.2462,24.2466,25.3425,
23.2602,5.6224,23.3412,24.174,23.1713,23.735,24.1787,24.3448,
22.2614,5.57328,22.3432,24.1117,22.9251,22.7658,23.4253,23.6873,
21.5204,6.2448,21.6696,23.3726,22.0656,22.2546,23.3575,22.6896,
20.5216,6.19568,21.7159,22.3737,21.8194,21.2854,22.6041,22.032,
19.8422,5.46192,21.0423,21.6346,20.96,20.7742,22.5362,21.0343,
18.843,5.42349,20.0434,21.5882,20.7137,19.805,21.7828,20.3768,
18.1092,6.1029,19.3572,20.8608,19.8543,19.2937,21.715,19.3791,
17.11,6.06446,19.3863,19.8613,19.608,18.3245,20.9616,18.7216,
16.4206,5.34002,18.7001,19.1339,18.7486,17.8133,19.9639,18.7894,
15.4209,5.31519,17.7005,19.1048,18.5023,16.8441,19.2017,18.142,
14.7205,4.60143,17.0014,18.3898,17.6429,16.3329,19.1205,17.1453,
13.7206,4.59198,17.0126,17.3898,17.3966,15.3637,18.3583,16.498,
13.0068,5.29237,16.3135,16.6748,16.5372,14.8525,18.2771,15.5013,
12.0069,5.28292,16.3247,15.6749,16.291,13.8833,17.5149,14.8539,
11.2943,4.58131,15.6256,14.9599,15.4315,13.372,16.5183,14.9351,
10.2943,4.58907,14.6256,14.9487,15.1853,12.4028,15.7467,14.299,
9.59273,5.30164,13.9139,14.2463,14.3258,11.8916,15.6509,13.3036,
8.59276,5.30939,13.9072,13.2463,14.0796,10.9224,14.8793,12.6674,
7.86766,4.62075,13.1955,12.5439,13.2201,10.4112,13.8839,12.7632,
6.86799,4.64652,12.1955,12.5505,12.9739,9.44198,13.1031,12.1385,
6.17935,5.37162,11.4714,11.8608,12.1144,8.93076,12.9928,11.1446,
5.17968,5.39743,11.447,10.8611,11.1452,9.177,12.2119,10.5198,
4.44251,4.72173,10.7229,10.1714,10.2822,8.67184,11.2181,10.6301,
